"CP ITEM_NO","DIMENSIONS","QTY AVAIL"
"DYN0033","167/*/*",1
"DYN0033","175/*/*",1
"DYN0034","163/*/*",1
"DYN0035","149/*/*",1
"DYN0035","158/*/*",1
"DYN0036","151/*/*",1
"DYN0036","158/*/*",1
"DYN0038","BLK ICON/115 MM/*",1
"DYN0038","BLK ICON/95 MM/*",4
"DYN0039","BLK/WHITE/120 MM/*",2
"DYN0040","BLK/WHT/83 MM/*",3
"DYN0041","27.5/*/*",1
"DYN0042","25.5/*/*",1
"DYN0042","26.5/*/*",1
"DYN0042","27.5/*/*",2
"DYN0043","27.5/*/*",1
"DYN0044","25.5/*/*",1
"DYN0044","26.5/*/*",2
"DYN0044","27.5/*/*",1
"DYN0045","26.5/*/*",3
"DYN0045","27.5/*/*",2
"DYN0045","28.5/*/*",2
"DYN0046","BLK/RED/25.5/*",1
"DYN0046","BLK/RED/26.5/*",2
"DYN0046","BLK/RED/28.5/*",2
"DYN0046","BLK/RED/29.5/*",1
"DYN0047","26.5/*/*",1
"DYN0047","27.5/*/*",1
"DYN0048","22.5/*/*",1
"DYN0048","24.5/*/*",2
"DYN0048","25.5/*/*",1
"DYN0049","22.5/*/*",1
"DYN0049","23.5/*/*",1
"DYN0049","25.5/*/*",1
"DYN0050","NAVY BL/YELLOW/24.5/*",2
"DYN0050","NAVY BL/YELLOW/25.5/*",3
"DYN0051","24.5/*/*",1
"DYN0051","25.5/*/*",1
"DYN0051","26.5/*/*",1
"DYN0052","21.5/*/*",1
"DYN0052","22.5/*/*",1
"DYN0063","151/*/*",2
"DYN0063","158/*/*",2
"DYN0063","165/*/*",2
"DYN0064","144/*/*",3
"DYN0064","152/*/*",2
"DYN0065","104/*/*",1
"DYN0065","110/*/*",2
"DYN0065","116/*/*",2
"DYN0065","122/*/*",2
"DYN0065","80/*/*",1
"DYN0065","92/*/*",1
"DYN0066","128/*/*",1
"DYN0066","140/*/*",2
"DYN0067","104/*/*",1
"DYN0067","110/*/*",1
"DYN0067","116/*/*",2
"DYN0067","122/*/*",2
"DYN0068","128/*/*",2
"DYN0068","140/*/*",2
"DYN0069","80/*/*",1
"DYN0069","92/*/*",2
"FLO068","BLACK/L/*",3
"FLO068","BLACK/M/*",2
"FLO069","SPACE GREY/L/*",2
"HEAD0045","153/*/*",1
"HEAD0051","157/*/*",1
"HEAD0052","127/*/*",1
"HEAD0052","87/*/*",1
"HEAD0052","97/*/*",1
"HEAD0053","97/*/*",1
"HEAD0056","177/*/*",2
"HEAD0057","170/*/*",1
"HEAD0058","163/*/*",1
"HEAD0058","170/*/*",2
"HEAD0059","177/*/*",1
"HEAD0060","162/*/*",1
"HEAD0061","148/*/*",1
"HEAD0061","153/*/*",1
"HEAD0063","143/*/*",2
"HEAD0064","117/*/*",1
"HEAD0064","127/*/*",1
"HEAD0064","137/*/*",2
"HEAD0065","107/*/*",2
"HEAD0065","87/*/*",1
"HEAD0066","144/*/*",1
"HEAD0066","153/*/*",1
"HEAD0067","GREEN/110MM/*",3
"HEAD0067","GREEN/95MM/*",1
"HEAD0071","ANTH/RED/28.5/*",1
"HEAD0072","BLK/BLUE/30.5/*",1
"HEAD0073","VIOLET/26.5/*",1
"HEAD0074","163/*/*",1
"HEAD0075","163/*/*",1
"HEAD0087","157/*/*",1
"HEAD0088","127/*/*",1
"HEAD0089","ANTH/BLK/28.5/*",2
"HEAD0092","ANTH/BLK/28.5/*",1
"HEAD0093","ANTH/BLKGREEN/28.5/*",1
"HEAD0095","137/*/*",1
"HEAD0097","170/*/*",1
"HEAD0098","170/*/*",1
"HEAD0099","170/*/*",1
"HEAD0100","170/*/*",1
"HEAD0101","170/*/*",1
"HEAD0102","170/*/*",1
"HEAD0103","170/*/*",1
"HEAD0104","170/*/*",1
"HEAD0105","177/*/*",1
"HEAD0106","177/*/*",1
"HEAD0107","181/*/*",1
"HEAD0108","176/*/*",1
"HEAD0109","172/*/*",1
"HEAD0110","158/*/*",1
"HO1758","30-50 LBS/*/*",1
"HO1761","BLK-TEAL PURP/L/*",1
"HO1761","BLK-TEAL PURP/XS/*",1
"HO1762","PURPLE-PINK/XL/*",1
"HO1771","M/*/*",2
"NEF451","BLUE-RED/*/*",2
"NEF451","CORAL/WHITE/*/*",1
"NEF451","LIME/BLACK/*/*",3
"NRTH0044","BROWN CAMO/1/*",2
"NRTH0044","BROWN CAMO/11/*",1
"NRTH0044","BROWN CAMO/12/*",2
"NRTH0044","BROWN CAMO/13/*",2
"NRTH0044","BROWN CAMO/2/*",1
"NRTH0044","BROWN CAMO/3/*",2
"NRTH0044","NAVY/FUCHSIA/1/*",1
"NRTH0044","NAVY/FUCHSIA/11/*",1
"NRTH0044","NAVY/FUCHSIA/13/*",2
"NRTH0044","NAVY/FUCHSIA/2/*",1
"NRTH0044","NAVY/FUCHSIA/3/*",2
"NRTH0044","NAVY/FUCHSIA/5/*",1
"OAK1103","IRON RED/*/*",2
"OKY435","PEACOCK/*/*",1
"BPAW0055","CHOCOLATE/8/*",2
"BPAW0055","CHOCOLATE/9/*",2
"BPAW0056","NAVY/10/*",1
"BPAW0056","NAVY/7/*",2
"BPAW0056","NAVY/9/*",3
"BPAW0057","PEWTER DISTRESD/10/*",1
"BPAW0057","PEWTER DISTRESD/11/*",1
"BPAW0057","PEWTER DISTRESD/8/*",2
"BPAW0057","PEWTER DISTRESD/9/*",1
"BPAW0058","HICKORY/10/*",2
"BPAW0058","HICKORY/11/*",1
"BPAW0058","HICKORY/12/*",2
"BPAW0058","HICKORY/13/*",1
"BPAW0058","HICKORY/9/*",2
"BPAW0059","BLACK/OS 5-10/*",3
"BPAW0059","TAUPE/OS 5-10/*",4
"BPAW0060","IVORY/OS 5-12/*",2
"BPAW0061","IVORY/OS 5-12/*",1
"BPAW0062","IVORY/OS 5-12/*",1
"BPAW0064","BLACK/OS 5-12/*",2
"BPAW0064","IVORY/OS 5-12/*",2
"BPAW0065","IVORY/OS 5-12/*",1
"BPAW0066","BLACK/OS 5-12/*",2
"BPAW0066","HICKORY/OS 5-12/*",2
"BPAW0067","GRAY/OS 5-12/*",4
"BPAW0068","BLACK/OS 5-12/*",1
"BPAW0069","BLACK/OS 5-12/*",2
"BPAW0070","BLACK/OS 5-12/*",2
"BPAW0070","GRAY/OS 5-12/*",2
"BPAW0071","BLACK/OS 5-12/*",4
"BRT004","OSFA/*/*",35
"BRT005","OSFA/*/*",16
"CB006","FROST/BLK/*/*",3
"CB032","CLEAR/BLACK/*/*",92
"CB032","FROST/BLACK/*/*",3
"DAK1158","BLACK/XL/*",2
"DAK1163","BLACK/M/*",3
"DAK1163","BLACK/S/*",2
"DAK1163","BLACK/XL/*",2
"DAK1163","BLACK/XXL/*",2
"DAK1164","BLACK/L/*",1
"DAK1164","BLACK/M/*",2
"DAK1164","BLACK/XS/*",1
"DAK1165","BLACK/XL/*",2
"DAK1166","TORY/L/*",1
"DAK1166","TORY/M/*",2
"DAK1168","BLACK/L/*",1
"DAK1169","BLACK/L/*",2
"DAK1170","BLACK/L/*",1
"DAK1170","BLACK/M/*",2
"DAK1172","PIXIE/XS/*",2
"DAK1174","BLACK/K-L/*",3
"DAK1174","BLACK/K-M/*",1
"DAK1174","BLACK/K-XL/*",4
"DAK1175","BLACK/K-M/*",1
"DAK1176","BLACK/K-L/*",1
"DAK1176","BLACK/K-M/*",1
"DAK1176","BLACK/K-XL./*",3
"DAK1177","BLACK/K-L/*",3
"DAK1177","BLACK/K-M/*",2
"DAK1177","BLACK/K-S/*",1
"DAK1177","BLACK/K-XL/*",3
"DAK1178","BLACK/L/*",4
"DAK1178","BLACK/XL/*",4
"ELEC1537","BURGUNDY HEATHR/*/*",1
"ELEC1537","NATURAL BURGUND/*/*",2
"FUR394","ANIME/*/*",1
"FUR402","BLACK/*/*",1
"FUR403","BLACK/*/*",3
"FUR403","RED/*/*",3
"GNU0032","BLUE/S/*",1
"GNU0043","125/*/*",1
"GNU0045","144/*/*",1
"GNU0045","150W/*/*",1
"GNU0046","BLACK/S/*",1
"HES191","BLACK/10/*",1
"HES191","BLACK/11/*",1
"HES191","BLACK/9/*",1
"HES191","NAVY/10/*",1
"HES191","NAVY/7/*",1
"HES191","NAVY/9/*",1
"HES192","PINK/7/*",1
"HES192","PINK/8/*",1
"HES192","PINK/9/*",1
"HES194","BLK/BLK/10/*",1
"HES194","BLK/BLK/11/*",1
"HES195","BLACK/4/*",2
"HES195","BLACK/5/*",1
"HES195","BLACK/6/*",3
"HES195","BLACK/7/*",1
"HES196","BLACK/5/*",1
"HES196","BLACK/6/*",2
"HES196","BLACK/7/*",3
"HES197","BLACK/10/*",1
"HES197","BLACK/7/*",1
"HES197","BLACK/9/*",2
"HES197","MISTY GREY/7/*",2
"HES197","MISTY GREY/8/*",1
"HES197","MISTY GREY/9/*",1
"HES198","BLACK/10/*",2
"HES198","BLACK/7/*",1
"HES198","BLACK/8/*",1
"HES198","BLACK/9/*",2
"HES199","BLACK/10/*",2
"HES199","BLACK/11/*",1
"HES199","BLACK/8/*",1
"HES199","BLACK/9/*",1
"HES199","LIGHT GREY/10/*",1
"HES199","LIGHT GREY/7/*",1
"HES199","LIGHT GREY/8/*",1
"HES200","NAVY/TAN/10/*",1
"HES200","NAVY/TAN/11/*",1
"HES200","NAVY/TAN/9/*",1
"HES201","GREY/NAT YELLOW/10/*",1
"HES201","GREY/NAT YELLOW/11/*",1
"HES202","CORK/8/*",1
"HES203","BLACK/12/*",1
"HES203","BLACK/13/*",1
"HES203","BLACK/7/*",1
"HES203","GREY/10/*",1
"HES203","GREY/11/*",1
"HES204","BLACK/10/*",2
"HES204","BLACK/11/*",1
"HES204","BLACK/12/*",1
"HES205","GREY/10/*",1
"HES205","GREY/11/*",1
"HES205","GREY/9/*",1
"HES206","CORK/7/*",1
"HES206","CORK/9/*",2
"HES206","RED/GREY/10/*",1
"HES206","RED/GREY/8/*",1
"HES207","CORK/8/*",1
"HES207","GREY/8/*",1
"HES208","BROWN/BLACK/10/*",2
"HES208","BROWN/BLACK/8/*",1
"HES208","BROWN/BLACK/9/*",2
"KAV602","MALLARD/*/*",1
"NEF678","INFARED/NAVY/*/*",2
"NEF679","BLUE/*/*",1
"NEF679","BUBBLEGUM/*/*",2
"NEF679","CYAN/*/*",2
"NEF679","INFARED/*/*",1
"NEF679","ORANGE POPXICLE/*/*",2
"NEF679","PEACH/*/*",1
"NEF680","BLUE/*/*",2
"NEF680","CYAN/*/*",2
"NEF680","GREEN/*/*",2
"NEF680","INFARED/*/*",2
"NEF681","BLK HTHR/ MAROO/*/*",1
"NEF681","BLK/GRY/MAROON/*/*",1
"NEF681","BLK/WHT/ORANGE/*/*",1
"NEF681","NAVY/TAN/OLIVE/*/*",1
"NEF681","YELLW/CYAN/BLK/*/*",1
"NEF683","RASTA/*/*",2
"OLU057","HIBISCUS/BLACK/7/*",1
"OLU059","VIN INDIGO/INDI/6/*",1
"OLU059","VIN INDIGO/INDI/7/*",1
"OLU059","VIN INDIGO/INDI/7.5/*",1
"OLU059","VIN INDIGO/INDI/8/*",2
"OLU059","VIN INDIGO/INDI/9/*",1
"OLU059","VIN INDIGO/INDI/9.5/*",1
"OLU060","ONYX/BLACK/7/*",2
"OLU061","DKSHADOW/DSHADO/1/*",1
"OLU061","DKSHADOW/DSHADO/5/*",1
"OLU062","PAVMNT/PINAPPLE/2/*",1
"OLU062","PAVMNT/PINAPPLE/5/*",1
"BON0040","FLAME RED/XS/*",1
"C3W0269","GREY/*/*",1
"C3W0270","LILAC/*/*",3
"C3W0272","BRIGHT PURPLE/*/*",1
"C3W0273","ELEC PURPLE/*/*",2
"C3W0275","CORAL/*/*",1
"C3W0275","CREME/*/*",1
"C3W0275","LAVENDAR/*/*",3
"C3W0275","MINT/*/*",1
"C3W0275","TURQUOISE/*/*",2
"C3W0277","CHARCOAL/*/*",1
"C3W0279","DARK RED/*/*",1
"C3W0287","BROWN/DUCK/OSFA/*",2
"C3W0287","GREEN/MOOSE/OSFA/*",3
"C3W0287","GREY/FISH/OSFA/*",2
"C3W0289","BROWN/OSFA/*",4
"C3W0289","CHARCOAL/OSFA/*",2
"C3W0290","BLACK/OSFA/*",3
"C3W0290","PINK/OSFA/*",1
"C3W0291","KHAKI/OSFA/*",2
"C3W0291","NAVY/OSFA/*",2
"C3W0293","BLACK/OSFA/*",2
"C3W0293","NAVY/OSFA/*",3
"C3W0297","AMERICANA/*/*",1
"C3W0297","BLACK/*/*",1
"C3W0297","HEATHR GREY/*/*",1
"C3W0298","CHARCOAL/*/*",1
"C3W0300","HTHR FOREST GRN/*/*",1
"C3W0302","CHARCOAL/*/*",2
"C3W0302","LT GREY/*/*",3
"C3W0302","PURPLE/*/*",1
"C3W0303","HEATHER MINT/*/*",2
"C3W0303","HEATHER PINK/*/*",3
"C3W0303","HEATHER PURPLE/*/*",1
"C3W0303","HEATHER RED/*/*",1
"C3W0303","HTHR ROYAL BLUE/*/*",1
"C3W0304","CHARCOAL/*/*",1
"C3W0305","HEATHER OLIVE/*/*",2
"C3W0306","BURGANDY/*/*",2
"C3W0306","RUST/*/*",1
"C3W0307","CHARCOAL/*/*",1
"C3W0308","PLUM/*/*",1
"C3W0309","WINE/*/*",1
"C3W0310","BLUEBELL/*/*",3
"C3W0310","MAUVE/*/*",2
"C3W0311","BLUE/*/*",1
"C3W0311","MAUVE/*/*",1
"C3W0311","PEPPERMINT/*/*",2
"C3W0311","PURPLE/*/*",2
"C3W0315","RUST/*/*",1
"C3W0319","141/*/*",1
"C3W0319","145/*/*",1
"FUR489","PINK/*/*",1
"FUR493","LIME/*/*",2
"FUR497","GREEN/*/*",1
"FUR500","AFTER BURNER/*/*",3
"FUR500","BIRDS OF FEATHR/*/*",3
"FUR500","DRAGON BREATH/*/*",4
"FUR500","EMOJI TREAT/*/*",2
"FUR500","MOSSY OAKBRKUP/*/*",2
"FUR501","BLACK/*/*",9
"FUR501","CUPCAKE/*/*",3
"FUR501","DAY GLO/*/*",4
"FUR502","FLAMES/*/*",9
"FUR502","VIOLET FLUTTER/*/*",4
"FUR503","BFF/*/*",1
"FUR503","TANKS A LOT/*/*",1
"FUR503","ZERO GRAVITY/*/*",2
"FUR507","PURPLE/*/*",2
"FUR509","GREEN/*/*",1
"FUR513","SILVER/*/*",2
"FUR515","BLACK/*/*",3
"FUR515","GRAY/*/*",1
"FUR515","SPRUCE/*/*",1
"FUR519","GRAPHITE/*/*",1
"FUR522","WISTERIA/*/*",2
"FUR525","PLUM/*/*",1
"FUR527","BLACK/*/*",9
"FUR527","GRAPE VINE/*/*",1
"FUR527","HEARTFELT/*/*",9
"FUR527","NAVY/*/*",1
"FUR530","SKULLDUGGERY/*/*",4
"FUR530","VIOLET FLUTTER/*/*",3
"GTR0001","BLUE-PURPLE/*/*",1
"GTR0001","YELLOW-ROYAL/*/*",1
"GTR0002","CRIMSON-KHAKI/*/*",1
"GTR0003","PALMS/*/*",1
"GTR0008","KHAKI-OLIVE/*/*",1
"GTR0008","NAVY-FOREST/*/*",1
"GTR0013","ORANGE/*/*",1
"GTR0013","YELLOW/*/*",1
"GU001","BLUEBERRY POMEG/*/*",4
"GU001","STRAWBERRY/*/*",19
"GU002","CHERRY LIME/*/*",3
"GU002","CHOC COCONUT/*/*",14
"GU003","CARAMEL MACCHIA/*/*",11
"GU003","ESPRESSO LOVE/*/*",6
"GU003","SALTED CARMEL/*/*",27
"GU003","STRWBRRY BANANA/*/*",16
"GU003","VANILLA BEAN/*/*",27
"GU004","ORANGE/*/*",17
"GU004","WATERMELON/*/*",13
"GU008","SALTY CARAMEL/*/*",13
"GU009","ORANGE/*/*",6
"H206","KIWI STRAWBERRY/*/*",4
"H207","COKE/*/*",22
"H207","DIET COKE/*/*",19
"H215","ESPRESSO/*/*",5
"H217","SNO BERRY/*/*",7
"H218","BLACKBERRY/*/*",19
"H218","ORIGINAL/*/*",9
"H219","NATURAL/*/*",34
"KAV645","DEEP SEA/S/*",1
"KAV648","BANANAS/S/*",1
"KAV650","GARNET/M/*",1
"KAV651","BALTIC/XL/*",1
"KAV651","NW CAMP/S/*",1
"KAV651","RED/L/*",1
"KAV651","RED/S/*",1
"KAV651","RED/XL/*",1
"KAV652","HOT TROPICS/M/*",1
"KAV652","HOT TROPICS/S/*",1
"KHL0587","CHARCCOAL/6/34",1
"KHL0587","CHARCCOAL/8/32",1
"KHL0587","STONE/12/32",1
"KHL0587","STONE/8/32",1
"KHL0588","LIGHT KHAKI/4/32",1
"KHL0588","LIGHT KHAKI/8/32",1
"KHL0589","CARBON/L/*",2
"KHL0589","CARBON/M/*",1
"KHL0589","CARBON/XL/*",1
"KHL0589","CARBON/XXL/*",1
"KHL0590","GUNMETAL/XXL/*",1
"KHL0591","DESSERT KHAKI/32/32",1
"KHL0591","DESSERT KHAKI/32/34",1
"KHL0591","DESSERT KHAKI/36/32",1
"KHL0591","DESSERT KHAKI/40/30",1
"KHL0592","CARBON/36/32",1
"KHL0592","CARBON/38/32",1
"KHL0592","CARBON/40/32",1
"KHL0593","DARK KHAKI/30/32",1
"KHL0593","DARK KHAKI/32/32",1
"KHL0593","DARK KHAKI/38/32",1
"KHL0593","DARK KHAKI/40/32",1
"KHL0593","DARK KHAKI/42/30",1
"KHL0593","DARK KHAKI/42/32",1
"KHL0593","DEADWOOD/30/32",1
"KHL0593","DEADWOOD/32/32",1
"KHL0593","DEADWOOD/33/32",1
"KHL0593","DEADWOOD/38/32",1
"KHL0593","DEADWOOD/40/32",1
"KHL0593","DEADWOOD/42/32",1
"KHL0593","ESSPRESSO/34/32",1
"KHL0594","STONE KHAKI/30/32",1
"KHL0594","STONE KHAKI/32/32",1
"KHL0594","STONE KHAKI/34/32",1
"NEF147","WHITE/*/*",1
"ONL1373","GRAPHITE/M/*",1
"ONL1374","GRAPHITE/M/*",1
"ONL1377","BLK/TURQ/BLK/10/*",1
"ONL1379","WATERMELON/10/*",1
"ONL1379","WATERMELON/12/*",2
"ONL1380","WATERMELON/4/*",1
"0BER0068","SEA GLASS/4S/*",1
"BG0664","DIVA/M/*",1
"BG0665","MAGNOLIA/S/*",1
"BG0665","MAGNOLIA/XS/*",1
"BG0671","MAGNOLIA/S/*",1
"BG0671","SEAFOAM/L/*",1
"BG0673","DIVA/L/*",1
"BG0673","DIVA/M/*",1
"BG0673","DIVA/S/*",1
"BG0674","BLACK/XS/*",1
"BG0674","MAGNOLIA/L/*",1
"BG0674","MAGNOLIA/S/*",1
"BG0674","MAGNOLIA/XL/*",1
"C3W0330","BLACK/OSFA/*",2
"C3W0330","CHARCOAL/OSFA/*",1
"C3W0331","CHARCOAL/*/*",1
"C3W0332","CHARCOAL/*/*",3
"C3W0332","HEATHER SLATE/*/*",2
"C3W0332","PURPLE/*/*",3
"C3W0333","DARK GREY/*/*",1
"C3W0333","WHITE/*/*",1
"C3W0334","BEER/*/*",1
"C3W0334","COFFEE/*/*",1
"C3W0334","WINE/*/*",2
"C3W0335","TEAL/*/*",1
"C3W0335","WINE/*/*",1
"C3W0336","CREME/*/*",3
"C3W0336","MELON/*/*",3
"C3W0337","WINE/OSFA/*",1
"C3W0338","BURGUNDY MARL/*/*",1
"C3W0338","GREEN MURAL/*/*",1
"C3W0338","LIGHT BRWN MARL/*/*",1
"C3W0339","BLACK/*/*",2
"C3W0339","CHARCOAL/*/*",2
"C3W0339","HEATHR GREY/*/*",2
"C3W0339","NAVY/*/*",2
"C3W0340","CHARCOAL/*/*",1
"C3W0340","HETHR BURGUNDY/*/*",3
"C3W0341","BLACK/*/*",1
"C3W0341","HEATHER NAVY/*/*",2
"C3W0342","OATMEAL/*/*",1
"C3W0343","CHARCOAL/BEER/*/*",4
"C3W0343","NAVY/PIZZA/*/*",2
"C3W0344","BLACK/*/*",1
"C3W0344","HUNTER GREEN/*/*",3
"C3W0345","BLACK/*/*",1
"C3W0346","BLACK/*/*",3
"C3W0346","EVERGREEN/*/*",3
"C3W0346","SEA BLUE/*/*",2
"C3W0347","BLACK/*/*",1
"C3W0348","BLACK/*/*",3
"C3W0348","BLUE/*/*",1
"C3W0349","BLACK/*/*",1
"C3W0349","PLUM/*/*",1
"C3W0351","BLACK/*/*",1
"C3W0351","LURE/*/*",3
"C3W0352","BROWN/OSFA/*",2
"C3W0352","KHAKI/OSFA/*",2
"C3W0353","WHITE/M/*",1
"C3W0355","SILVER/L/*",1
"C3W0355","SILVER/M/*",1
"C3W0356","ASAHACHI/M/*",1
"C3W0356","BLACK/M/*",2
"C3W0356","BLACK/S/*",1
"C3W0356","WHITE/L/*",1
"C3W0356","WHITE/M/*",1
"C3W0357","BLUE/L/*",1
"C3W0357","BLUE/M/*",1
"C3W0358","CAMO/M/*",1
"C3W0358","CAMO/S/*",1
"C3W0359","BLACK/M/*",4
"C3W0359","BLACK/S/*",2
"C3W0360","BLACK/RED/L/*",3
"C3W0360","BLACK/RED/M/*",4
"C3W0360","BLACK/RED/S/*",1
"C3W0362","BLACK/S/*",1
"C3W0362","BURGANDY/S/*",1
"C3W0363","WHITE/YXS/*",3
"C3W0364","BLACK/YS/*",5
"C3W0365","CAMO/M/*",7
"DAK1052","LEOPARD/L/*",3
"DAK1052","LEOPARD/XL/*",1
"DYN922","BLK-SILVER/83MM/*",3
"FOX0020","BLACK/L/*",1
"FOX0020","BLACK/M/*",1
"FOX0020","DARK RED/M/*",1
"FOX0021","BLACK/L/*",1
"FOX0021","DARK RED/M/*",1
"FOX0021","SLATE BLUE/M/*",1
"FOX0023","BLACK/38/*",1
"FOX0023","LIGHT INDIGO/36/*",1
"FOX0023","PINE/32/*",1
"FOX0024","BLACK/34/*",1
"FOX0024","BLACK/40/*",1
"FOX0025","BLACK/38/*",1
"FOX0025","DARK FATIGUE/32/*",2
"FOX0025","DARK FATIGUE/34/*",1
"FOX0025","DARK FATIGUE/36/*",1
"FOX0025","DARK FATIGUE/38/*",1
"FOX0027","BLACK/XXL/*",1
"FOX0031","SLATE BLUE/L/XL/*",1
"FOX0031","SLATE BLUE/S/M/*",1
"MKR812","BLACK/XL/*",3
"MKR813","BLACK/3 XL/*",1
"MKR813","BLACK/4 XL/*",1
"OGEAR003","BLACK/10/*",5
"OGEAR003","BLACK/12/*",8
"OGEAR003","BLACK/14/*",5
"OGEAR003","BLACK/16/*",1
"OGEAR003","BLACK/2/*",1
"OGEAR003","BLACK/4/*",3
"OGEAR003","BLACK/6/*",8
"OGEAR003","BLACK/8/*",5
"OGEAR003","BLACK WEAVE/14/*",1
"OGEAR003","BLACK WEAVE/2/*",1
"OGEAR003","BLACK WEAVE/4/*",1
"OGEAR003","BLACK WEAVE/8/*",1
"OGEAR003","HEATHER/10/*",1
"OGEAR003","HEATHER/12/*",2
"OGEAR003","HEATHER/14/*",1
"OGEAR003","HEATHER/16/*",1
"OGEAR003","HEATHER/4/*",1
"OGEAR003","HEATHER/6/*",1
"OGEAR003","HEATHER/8/*",1
"OGEAR003","WHITE-BLACK/10/*",1
"OGEAR003","WHITE-BLACK/14/*",1
"OGEAR004","BLACK/3 XL-SHORT/*",1
"OGEAR004","BLACK/L-SHORT/*",1
"OGEAR004","BLACK/XL-SHORT/*",2
"OGEAR004","BLACK/XXL-SHORT/*",2
"OGEAR005","BLACK/3 XL/*",12
"OGEAR005","BLACK/4 XL/*",10
"OGEAR005","BLACK/5 XL/*",5
"OGEAR005","BLACK/L/*",11
"OGEAR005","BLACK/M/*",15
"OGEAR005","BLACK/S/*",5
"OGEAR005","BLACK/XL/*",11
"OGEAR005","BLACK/XS/*",5
"OGEAR005","BLACK/XXL/*",4
"OGEAR006","BLACK/2T/*",3
"OGEAR006","BLACK/3T/*",3
"OGEAR006","BLACK/4/*",4
"OGEAR006","BLACK/5/*",1
"OGEAR006","BLACK/6/*",1
"OGEAR006","BLACK/7/*",4
"OGEAR006","BLACK/8/*",2
"OGEAR007","BLACK/L/*",5
"OGEAR007","BLACK/S/*",1
"OGEAR007","BLACK/XL/*",3
"OGEAR008","BLACK/3 XL/*",1
"OGEAR009","BLACK/L/*",3
"OGEAR009","BLACK/M/*",3
"OGEAR009","BLACK/S/*",4
"OGEAR009","BLACK/XL/*",4
"OGEAR009","BLACK/XS/*",2
"OGEAR009","BLACK/XXL/*",2
"OGEAR010","BLACK/L-P/*",4
"OGEAR010","BLACK/S-L/*",2
"OGEAR010","BLACK/XL-P/*",2
"OGEAR010","BLACK/XS-L/*",1
"OGEAR010","BLACK/XXL-R/*",1
"PAT1124","TROUT TALES/XXS/*",1
"PAT1133","SHADOW BLUE/M/*",1
"PAT1133","SHADOW BLUE/XL/*",1
"PAT1135","BLACK/L/*",1
"ARM376","BLK MANDALA/*/*",1
"ARM378","BLACK/OS/*",1
"ARM381","ADMIRAL BLUE/L/*",1
"ARM381","ADMIRAL BLUE/M/*",1
"ARM381","ADMIRAL BLUE/XL/*",1
"ARM382","ADMIRAL BLUE/L/*",1
"ARM382","ADMIRAL BLUE/M/*",1
"ARM382","ADMIRAL BLUE/XL/*",1
"ARM382","FOREST GREEN/M/*",1
"ARM382","FOREST GREEN/S/*",1
"ARM382","FOREST GREEN/XS/*",1
"ARM383","BLACK/XXS/*",1
"ARM383","NAVY/M/*",1
"ARM383","NAVY/S/*",1
"ARM383","NAVY/XS/*",1
"ARM384","NAVY FITZ/L/*",2
"ARM384","NAVY FITZ/XL/*",1
"ARM385","BLACK/L/*",2
"ARM385","BLACK/S/*",1
"ARM386","BLACK/M/*",1
"ARM386","BLACK/S/*",1
"ARM386","BLACK/XL/*",1
"ARM387","RED CHILI/S/*",1
"ARM387","RED CHILI/XS/*",2
"ARM387","WHITE/XL/*",1
"ARM388","HIMALAYA/L/*",1
"ARM388","HIMALAYA/M/*",1
"ARM388","HIMALAYA/XL/*",1
"ARM388","LION/XL/*",1
"ARM388","TIGER WEEN/L/*",1
"ARM388","TIGER WEEN/M/*",1
"ARM389","BLACK/*/*",1
"ARM389","SLATE/*/*",2
"ARM390","BLACK/*/*",1
"ARM390","SEDIMENT/*/*",1
"ARM391","BLACK/*/*",2
"ARM391","FOREST GREEN/*/*",1
"ARM391","MAHOGANY/*/*",1
"ARM391","NAVY/*/*",1
"ARM392","GREY/*/*",1
"ARM392","MAHOGANY/*/*",1
"ARM392","NAVY/*/*",1
"ARM392","SAGE/*/*",1
"ARM393","BLACK/*/*",2
"ARM394","BLACK/*/*",1
"ARM394","FOREST GREEN/*/*",2
"ARM394","NAVY/*/*",2
"ARM394","RED CHILI/*/*",1
"ARM395","164/*/*",1
"ARM395","172/*/*",2
"ARM395","180/*/*",1
"ARM396","149/*/*",1
"ARM397","170/*/*",1
"ARM398","179/*/*",2
"ARM399","155/*/*",1
"ARM399","163/*/*",2
"ARM400","RED/115/*",1
"ARM400","RED/120/*",1
"ARM401","BLACK/115/*",1
"ARM403","149/*/*",1
"ARM403","156/*/*",1
"BG0528","BLACK/XXL/*",1
"BG0528","INDIGO/S/*",6
"BG0528","INDIGO/XXL/*",2
"BG0534","DIVA/XS/*",1
"BG0546","MIDNIGHT/XS/*",1
"BUFF0014","COLORADO/OSFA/*",1
"BUFF0014","PECFUL PATH GRN/OSFA/*",2
"BUFF0014","SHINING PINK/OSFA/*",1
"BUFF0014","SPROKET/OSFA/*",1
"BUFF0014","USA/OSFA/*",1
"CAS0102","FUC/BLK/WHT/S/*",1
"CAS0119","WHT/BLK/RED/S/M/*",1
"DAB211","TRANS/BLK/155/*",1
"DAB214","GREY/*/*",3
"DAB214","WHITE/*/*",3
"DAB215","GREY/BLK/*/*",4
"DAB216","GREY/BLK/*/*",2
"DYN974","160CM/*/*",1
"DYN981","68/*/*",1
"DYN985","68/*/*",1
"DYN990","156/*/*",1
"DYN992","175/*/*",1
"DYN999","92/*/*",1
"EIDER0001","DARK NIGHT/M/*",1
