"CounterPoint Item Number","CounterPoint Tracking Method","Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Brand","Option Set","Description","Price","Cost Price","Retail Price","Sale Price","Warranty","Weight","Width"," Height","Depth","Allow Purchases?","Product Visible?","Track Inventory","Stock Level","Low Stock Level","Category String","Product Image Path (File) - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Search Keywords","Page Title","Meta Keywords","Meta Description","Product Condition","Show Product Condition?","Product Tax Class","Product UPC/EAN","Redirect Old URL?","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Category","GPS Enabled","Brand + Name"
"ELEC1676","N","SKU",,"Electric EGX Matte Black Goggle w/ Brose/Red Chrome Lens","P","ELEC1676000","Electric",,"\3Ch3\20class=\22text-center\22\3EElectric\20EGX\20Matte\20Black\20Goggle\20w/\20Brose/Red\20Chrome\20Lens\3C/h3\3E\0D\0A\3Cp\3EThe\20EGX\20is\20Electric\26#39;s\20first\20cylindrical\20goggle\20with\20Press\20Seal\20technology\20and\20features\20the\20same\20frame\20silhouette\20as\20the\20EGV.\20It\26#39;s\20future\20technology\20and\20maximum\20peripheral\20vision\20in\20an\20all-time\20classic\20style.\3C/p\3E\0D\0A\3Cul\3E\0D\0A\3Cli\3EUpdated\20Lens\20Shape\20and\20Function\3C/li\3E\0D\0A\3Cli\3EPress\20Seal\20Technology\20(PS)\3C/li\3E\0D\0A\3Cli\3EErgonomic\20Frame\20Design\3C/li\3E\0D\0A\3Cli\3EMold\20Injected\20Thermoplastic\20Urethane\20(TPU)\20Frame\3C/li\3E\0D\0A\3Cli\3E100\26#37;\20UV\20Protection\3C/li\3E\0D\0A\3Cli\3EOversized\20Dual\20Cylindrical\20Injected\20Poycarbonate\20Lens\3C/li\3E\0D\0A\3Cli\3EWide\20Peripheral\20Vision\3C/li\3E\0D\0A\3Cli\3ESuper\20Anti-Fog\20and\20Anti-Scratch\20Hard\20Coating\3C/li\3E\0D\0A\3Cli\3ESuper\20A/R\20Coating\20Anti-Reflective\20Technology\3C/li\3E\0D\0A\3Cli\3EContoured\20Triple\20Layer\20Face\20Foam\3C/li\3E\0D\0A\3Cli\3E40mm\20Strap\20with\20Silicone\20Lining\3C/li\3E\0D\0A\3Cli\3EHelmet\20Compatible\20Frame\3C/li\3E\0D\0A\3Cli\3EMicrofiber\20GoggleBag\20Included\3C/li\3E\0D\0A\3Cli\3EBrose/Red\20Chrome\20Lens:\20Visual\20Light\20Transmitted\20(VLT)\20Injected\20VLT\2023\26#37;,\20Thermoformed\20VLT\2023\26#37;.\20Category\202.\20Best\20for\20cloudy/partly\20cloudy\20conditions\3C/li\3E\0D\0A\3C/ul\3E",180,76.5,180,180,0,3,6,6,10,"Y","","Y",2,,"","ELEC1676.jpg","Electric EGX Matte Black Goggle w/ Brose/Red Chrome Lens","N","ski\20goggles,snowboard\20goggles,snowboarding\20goggles,best\20snow\20goggles,snow\20goggles\20sale,snow\20board\20goggles,snow\20goggle,snow\20boarding\20goggles","","ski\20goggles,snowboard\20goggles,snowboarding\20goggles,best\20snow\20goggles,snow\20goggles\20sale,snow\20board\20goggles,snow\20goggle,snow\20boarding\20goggles","","NEW","Y","MD","884932351443","Y","884932351443","EG1618100","UNISEX","ADULT","","","","Y","Electric Electric EGX Matte Black Goggle w/ Brose/Red Chrome Lens"
